,sub_name,trial_num,mag,domain,response,acc,conf
1,HC sub_1,2,0,1,0,0,-2.4
2,HC sub_1,3,2,2,0,1,-1.4
3,HC sub_1,4,2,2,1,0,0
4,HC sub_1,5,2,1,1,0,-1.1
5,HC sub_1,6,3,2,0,1,-2.4
6,HC sub_1,7,3,2,1,0,0.7
7,HC sub_1,8,2,1,1,0,-1
8,HC sub_1,9,3,2,0,1,-3
9,HC sub_1,10,1,2,1,0,-2.5
10,HC sub_1,11,2,2,1,0,-0.9000001
11,HC sub_1,12,3,1,1,0,-0.8000001
12,HC sub_1,13,0,1,1,1,-1
13,HC sub_1,14,2,1,0,1,-2.1
14,HC sub_1,15,1,2,0,1,0
15,HC sub_1,16,0,1,1,1,-1
16,HC sub_1,17,3,2,0,1,-2.999999
17,HC sub_1,18,0,2,1,1,-1.9
18,HC sub_1,19,1,1,1,0,-0.8000001
19,HC sub_1,20,2,2,0,1,-2
20,HC sub_1,21,3,1,0,1,-2.4
21,HC sub_1,22,1,1,1,0,-2.2
22,HC sub_1,23,2,2,0,1,-2.2
23,HC sub_1,24,3,2,0,1,0
24,HC sub_1,25,3,1,0,1,-2.5
25,HC sub_1,26,2,1,0,1,0
26,HC sub_1,27,1,2,0,1,-1.2
27,HC sub_1,28,2,2,0,1,-0.9000001
28,HC sub_1,29,3,2,0,1,-2
29,HC sub_1,30,1,2,1,0,-1
30,HC sub_1,31,0,2,1,1,-2.4
31,HC sub_1,32,1,2,1,0,-1.2
32,HC sub_1,33,1,1,1,0,-1.1
33,HC sub_1,34,0,2,1,1,-0.8000001
34,HC sub_1,35,3,1,0,1,-2.4
35,HC sub_1,36,0,2,1,1,-1.9
36,HC sub_1,37,1,2,1,0,-0.9000001
37,HC sub_1,38,0,2,1,1,-1
38,HC sub_1,39,3,1,0,1,-3
39,HC sub_1,40,1,1,1,0,-0.6
40,HC sub_1,41,0,1,1,1,-0.7
41,HC sub_1,42,0,2,1,1,-1.2
42,HC sub_1,43,1,1,0,1,-2.2
43,HC sub_1,44,2,1,1,0,-1.2
44,HC sub_1,45,0,1,1,1,-1.5
45,HC sub_1,46,0,1,1,1,-0.8000001
46,HC sub_1,47,3,1,0,1,-3
47,HC sub_1,48,2,1,0,1,-1.5
48,HC sub_1,52,2,2,0,1,-0.9000001
49,HC sub_1,53,2,1,0,1,-3
50,HC sub_1,54,1,1,1,0,-1.2
51,HC sub_1,55,1,2,1,0,-0.9000001
52,HC sub_1,56,3,1,0,1,-3
53,HC sub_1,57,1,1,1,0,-0.8000001
54,HC sub_1,58,2,2,0,1,0.2
55,HC sub_1,59,3,1,0,1,-3
56,HC sub_1,60,3,1,0,1,-2.4
57,HC sub_1,61,3,2,0,1,-3
58,HC sub_1,62,1,2,1,0,-1.1
59,HC sub_1,63,0,1,1,1,-0.6
60,HC sub_1,64,3,1,1,0,-1
61,HC sub_1,65,0,1,1,1,-2
62,HC sub_1,66,0,1,1,1,-1
63,HC sub_1,67,1,2,0,1,-2.4
64,HC sub_1,68,0,2,1,1,-1.1
65,HC sub_1,69,0,2,1,1,-0.8000001
66,HC sub_1,70,3,2,0,1,-2.7
67,HC sub_1,71,1,1,1,0,-1.1
68,HC sub_1,72,2,1,0,1,-3
69,HC sub_1,73,2,2,0,1,-3
70,HC sub_1,74,0,2,1,1,-1
71,HC sub_1,75,0,1,1,1,-1.2
72,HC sub_1,76,2,2,0,1,-1.1
73,HC sub_1,77,1,2,1,0,0.7
74,HC sub_1,78,3,2,1,0,2.799999
75,HC sub_1,79,0,2,1,1,-2.2
76,HC sub_1,80,1,1,1,0,0
77,HC sub_1,81,1,1,1,0,0
78,HC sub_1,83,2,2,0,1,-2.2
79,HC sub_1,84,2,1,1,0,-2
80,HC sub_1,85,0,2,1,1,-1.4
81,HC sub_1,86,1,2,1,0,-1
82,HC sub_1,87,3,2,0,1,-1.4
83,HC sub_1,88,2,2,0,1,-1.1
84,HC sub_1,89,3,1,0,1,-3
85,HC sub_1,90,2,1,0,1,-1.8
86,HC sub_1,91,0,1,1,1,-3
87,HC sub_1,92,2,1,0,1,-3
88,HC sub_1,93,0,1,1,1,-1.2
89,HC sub_1,94,3,2,0,1,-1
90,HC sub_1,95,1,2,0,1,-0.8000001
91,HC sub_1,96,2,1,0,1,0
92,HC sub_1,98,0,1,1,1,-0.8000001
93,HC sub_1,99,0,1,1,1,0
94,HC sub_1,100,2,1,0,1,-3
95,HC sub_1,101,3,2,0,1,-1.7
96,HC sub_1,102,3,2,0,1,-0.6
97,HC sub_1,103,1,1,1,0,-1.4
98,HC sub_1,104,1,1,1,0,-2.5
99,HC sub_1,105,1,2,1,0,0.3
100,HC sub_1,106,2,2,0,1,-1.2
101,HC sub_1,107,0,2,1,1,-2.999999
102,HC sub_1,108,3,2,0,1,-2.3
103,HC sub_1,109,0,2,1,1,2
104,HC sub_1,110,2,1,1,0,-2.1
105,HC sub_1,111,2,2,0,1,-2.1
106,HC sub_1,112,3,1,0,1,-3
107,HC sub_1,113,3,1,0,1,-2.4
108,HC sub_1,114,3,1,1,0,-0.8000001
109,HC sub_1,115,3,2,1,0,0
110,HC sub_1,116,1,1,1,0,-2.4
111,HC sub_1,117,2,1,0,1,-2.4
112,HC sub_1,118,3,1,0,1,-2.3
113,HC sub_1,119,2,2,1,0,0
114,HC sub_1,120,3,1,0,1,-2.1
115,HC sub_1,121,2,2,0,1,-2.1
116,HC sub_1,122,1,2,1,0,-2.4
117,HC sub_1,123,1,1,1,0,-1.2
118,HC sub_1,124,0,1,1,1,-1
119,HC sub_1,125,1,2,0,1,-2.2
120,HC sub_1,126,0,1,1,1,-1.1
121,HC sub_1,127,0,1,1,1,-1.3
122,HC sub_1,128,2,1,0,1,-2.2
123,HC sub_1,129,0,2,1,1,-3
124,HC sub_1,130,2,2,1,0,0
125,HC sub_1,131,3,1,1,0,-2.1
126,HC sub_1,132,2,1,0,1,-2.5
127,HC sub_1,133,0,1,1,1,-2.1
128,HC sub_1,134,2,1,1,0,0.7
129,HC sub_1,135,1,2,1,0,-0.9000001
130,HC sub_1,136,0,2,1,1,-2
131,HC sub_1,137,1,2,0,1,0
132,HC sub_1,138,0,1,1,1,-2
133,HC sub_1,139,1,1,0,1,-1.2
134,HC sub_1,140,3,2,0,1,-1
135,HC sub_1,141,0,1,0,0,1.8
136,HC sub_1,142,1,1,0,1,-1
137,HC sub_1,143,3,2,0,1,-0.7
138,HC sub_1,144,1,2,1,0,-2
139,HC sub_1,146,1,1,1,0,-0.6
140,HC sub_1,147,0,2,1,1,-1.4
141,HC sub_1,148,3,1,1,0,3
142,HC sub_1,149,0,1,1,1,-2
143,HC sub_1,150,3,2,1,0,0.9000001
144,HC sub_1,151,2,1,0,1,-3
145,HC sub_1,152,0,2,1,1,0
146,HC sub_1,153,0,1,1,1,-2.6
147,HC sub_1,154,1,2,0,1,-1.7
148,HC sub_1,155,1,2,1,0,-0.9000001
149,HC sub_1,156,1,2,1,0,-1
150,HC sub_1,157,2,1,0,1,-2.3
151,HC sub_1,158,1,2,1,0,-2.3
152,HC sub_1,159,0,2,1,1,-2
153,HC sub_1,160,1,1,1,0,1.1
154,HC sub_1,161,2,2,0,1,0
155,HC sub_1,162,0,2,1,1,-2.3
156,HC sub_1,163,2,2,1,0,-0.4
157,HC sub_1,165,0,1,1,1,-0.3
158,HC sub_1,166,3,2,0,1,1.2
159,HC sub_1,167,3,1,1,0,1.1
160,HC sub_1,168,3,2,1,0,-1.4
161,HC sub_1,169,1,1,1,0,-2.6
162,HC sub_1,170,2,1,1,0,0
163,HC sub_1,171,3,2,0,1,-3
164,HC sub_1,172,1,2,0,1,-1.3
165,HC sub_1,173,3,2,0,1,0
166,HC sub_1,174,2,2,1,0,-2.4
167,HC sub_1,175,3,1,0,1,-3
168,HC sub_1,176,2,1,0,1,-2.7
169,HC sub_1,177,0,2,1,1,-1
170,HC sub_1,178,1,1,1,0,-0.4
171,HC sub_1,179,2,1,0,1,-3
172,HC sub_1,180,1,1,0,1,-0.1
173,HC sub_1,181,0,1,0,0,-1.2
174,HC sub_1,182,0,2,1,1,-1
175,HC sub_1,183,3,1,0,1,-1.8
176,HC sub_1,184,3,2,1,0,0.9000001
177,HC sub_1,185,1,2,1,0,-1.8
178,HC sub_1,186,0,2,1,1,-0.7
179,HC sub_1,187,2,2,0,1,-1.2
180,HC sub_1,188,2,2,1,0,-1
181,HC sub_1,189,3,1,0,1,-3
182,HC sub_1,190,2,1,0,1,-2.899999
183,HC sub_1,191,0,2,1,1,0
184,HC sub_1,192,3,1,0,1,-2.1
185,HC sub_1,195,0,2,0,0,-0.8000001
186,HC sub_1,196,1,2,1,0,-1.4
187,HC sub_1,197,2,1,0,1,-2.7
188,HC sub_1,198,0,2,1,1,-2.4
189,HC sub_1,199,3,1,0,1,-1
190,HC sub_1,200,3,2,0,1,-1
191,HC sub_1,201,1,1,1,0,-2.1
192,HC sub_1,202,2,1,1,0,-1.9
193,HC sub_1,203,1,1,1,0,-2
194,HC sub_1,204,3,2,0,1,-0.6
195,HC sub_1,205,1,1,1,0,-1.8
196,HC sub_1,206,1,1,1,0,-1.7
197,HC sub_1,207,2,1,1,0,-1
198,HC sub_1,208,3,2,0,1,-1.2
199,HC sub_1,209,3,1,0,1,-2
200,HC sub_1,210,0,2,1,1,-2.1
201,HC sub_1,211,0,1,1,1,-1.9
202,HC sub_1,212,0,1,1,1,-2.1
203,HC sub_1,213,3,2,0,1,-2.5
204,HC sub_1,214,2,1,1,0,-2.2
205,HC sub_1,215,0,1,1,1,-2.2
206,HC sub_1,216,2,1,0,1,-0.1
207,HC sub_1,217,2,2,0,1,-1.3
208,HC sub_1,218,0,1,1,1,-1.5
209,HC sub_1,219,3,2,0,1,-0.9000001
210,HC sub_1,220,3,1,0,1,-3
211,HC sub_1,221,2,1,0,1,-3
212,HC sub_1,222,3,1,0,1,-3
213,HC sub_1,223,1,2,1,0,-0.9000001
214,HC sub_1,224,0,2,1,1,-1.6
215,HC sub_1,225,3,1,1,0,0.7
216,HC sub_1,226,2,2,0,1,-1.8
217,HC sub_1,227,0,2,1,1,-0.9000001
218,HC sub_1,228,1,2,1,0,-1.3
219,HC sub_1,229,2,2,0,1,-1.8
220,HC sub_1,230,0,1,1,1,-1.6
221,HC sub_1,231,2,2,0,1,-1.100001
222,HC sub_1,232,1,2,1,0,-2.1
223,HC sub_1,233,1,2,1,0,-1
224,HC sub_1,234,2,2,0,1,-2.4
225,HC sub_1,235,3,1,0,1,-2.4
226,HC sub_1,236,1,1,1,0,-1.49E-08
227,HC sub_1,237,0,2,1,1,-2.7
228,HC sub_1,238,1,2,0,1,0
229,HC sub_1,239,2,2,0,1,-0.9000001
230,HC sub_1,240,1,1,1,0,-2.3
231,HC sub_2,1,2,2,1,0,0.8000001
232,HC sub_2,2,3,1,0,1,0.8000001
233,HC sub_2,3,1,1,0,1,0
234,HC sub_2,4,0,1,1,1,-1.4
235,HC sub_2,5,1,2,1,0,0
236,HC sub_2,6,1,1,0,1,0.6
237,HC sub_2,7,3,1,0,1,1.2
238,HC sub_2,8,2,1,0,1,0
239,HC sub_2,9,3,1,0,1,0
240,HC sub_2,10,0,1,1,1,-0.5
241,HC sub_2,11,2,2,0,1,-1.5
242,HC sub_2,12,3,1,1,0,0
243,HC sub_2,13,0,1,1,1,-1.7
244,HC sub_2,14,1,1,1,0,-1.2
245,HC sub_2,15,2,2,0,1,-2.5
246,HC sub_2,16,2,1,0,1,0.8000001
247,HC sub_2,17,0,2,1,1,-1.6
248,HC sub_2,18,2,1,0,1,0
249,HC sub_2,19,0,2,1,1,0
250,HC sub_2,20,3,2,0,1,-1.6
251,HC sub_2,21,2,2,0,1,-1.7
252,HC sub_2,22,0,2,1,1,-1.5
253,HC sub_2,23,1,2,0,1,0
254,HC sub_2,24,0,2,1,1,0
255,HC sub_2,25,0,2,1,1,-0.6
256,HC sub_2,26,0,1,1,1,0
257,HC sub_2,27,3,2,0,1,-2.3
258,HC sub_2,28,0,2,1,1,0
259,HC sub_2,29,2,1,1,0,2.799999
260,HC sub_2,30,1,1,1,0,-1.2
261,HC sub_2,31,2,1,1,0,-1.2
262,HC sub_2,32,3,2,0,1,-3
263,HC sub_2,33,3,2,0,1,-3
264,HC sub_2,34,3,1,0,1,0.8000001
265,HC sub_2,35,0,2,1,1,-3
266,HC sub_2,36,1,2,0,1,1.8
267,HC sub_2,37,3,2,0,1,-1.7
268,HC sub_2,38,1,2,1,0,-0.1
269,HC sub_2,39,2,2,1,0,-1.3
270,HC sub_2,40,3,2,0,1,0
271,HC sub_2,41,1,1,1,0,0
272,HC sub_2,42,3,1,0,1,-0.6
273,HC sub_2,43,2,2,0,1,0
274,HC sub_2,44,2,1,0,1,0
275,HC sub_2,45,1,1,1,0,-0.8000001
276,HC sub_2,46,1,2,1,0,0.9000001
277,HC sub_2,47,0,1,1,1,-1.2
278,HC sub_2,48,1,2,1,0,-0.9000001
279,HC sub_2,50,2,1,0,1,-0.7
280,HC sub_2,51,2,1,0,1,1.2
281,HC sub_2,52,0,1,1,1,-1
282,HC sub_2,53,1,1,1,0,-2
283,HC sub_2,54,2,2,0,1,1.1
284,HC sub_2,55,3,1,0,1,-1.2
285,HC sub_2,56,3,1,0,1,0.8000001
286,HC sub_2,57,0,1,1,1,-2.4
287,HC sub_2,58,3,2,0,1,-3
288,HC sub_2,59,0,1,1,1,-3
289,HC sub_2,60,1,2,0,1,1.8
290,HC sub_2,61,3,2,0,1,-3
291,HC sub_2,62,0,2,1,1,-3
292,HC sub_2,63,3,2,0,1,-3
293,HC sub_2,64,3,2,0,1,0
294,HC sub_2,65,1,1,1,0,0
295,HC sub_2,66,0,1,1,1,-3
296,HC sub_2,67,3,2,1,0,-3
297,HC sub_2,68,1,1,0,1,3
298,HC sub_2,69,3,2,0,1,-2.3
299,HC sub_2,70,2,2,1,0,-3
300,HC sub_2,71,2,1,0,1,-2
301,HC sub_2,72,2,1,0,1,3
302,HC sub_2,73,3,1,0,1,0
303,HC sub_2,74,1,1,1,0,0
304,HC sub_2,75,0,1,1,1,-3
305,HC sub_2,76,1,2,0,1,2.1
306,HC sub_2,77,3,1,0,1,-1.9
307,HC sub_2,78,1,1,1,0,-3
308,HC sub_2,80,0,1,1,1,-2.5
309,HC sub_2,81,0,2,1,1,-2.3
310,HC sub_2,82,3,1,0,1,0.7
311,HC sub_2,83,1,1,1,0,-1
312,HC sub_2,84,1,2,0,1,1.2
313,HC sub_2,85,0,2,1,1,0
314,HC sub_2,86,1,2,0,1,1.2
315,HC sub_2,87,2,2,1,0,0.7
316,HC sub_2,88,2,2,1,0,-2.6
317,HC sub_2,89,2,2,1,0,-1.3
318,HC sub_2,90,0,2,1,1,-0.6
319,HC sub_2,91,2,2,0,1,1
320,HC sub_2,92,3,1,0,1,-1.5
321,HC sub_2,93,2,1,0,1,0
322,HC sub_2,94,0,1,1,1,-1.7
323,HC sub_2,95,1,2,1,0,-1.8
324,HC sub_2,96,0,1,1,1,-1.2
325,HC sub_2,97,0,1,1,1,-0.8000001
326,HC sub_2,98,3,1,0,1,-1.3
327,HC sub_2,99,2,1,0,1,0
328,HC sub_2,100,2,1,0,1,0
329,HC sub_2,101,3,1,0,1,-0.9000001
330,HC sub_2,102,1,2,0,1,1.1
331,HC sub_2,103,0,2,1,1,-0.7
332,HC sub_2,104,2,2,0,1,-2
333,HC sub_2,105,1,1,1,0,-1
334,HC sub_2,106,2,1,0,1,0
335,HC sub_2,107,1,1,1,0,0
336,HC sub_2,108,1,2,0,1,0.2
337,HC sub_2,109,2,2,0,1,0
338,HC sub_2,110,2,2,0,1,0
339,HC sub_2,111,2,1,0,1,-0.8000001
340,HC sub_2,112,3,2,0,1,-1.5
341,HC sub_2,113,0,1,1,1,-2.6
342,HC sub_2,114,1,2,1,0,-1.5
343,HC sub_2,115,0,2,1,1,-1.5
344,HC sub_2,116,1,1,1,0,-1.3
345,HC sub_2,117,1,1,1,0,0
346,HC sub_2,118,3,2,0,1,-3
347,HC sub_2,119,1,2,0,1,1.5
348,HC sub_2,120,2,2,0,1,-1.2
349,HC sub_2,121,0,2,1,1,-3
350,HC sub_2,122,3,2,0,1,-2.799999
351,HC sub_2,123,0,2,1,1,-2.3
352,HC sub_2,124,3,1,0,1,-1.3
353,HC sub_2,125,0,2,1,1,-1.7
354,HC sub_2,126,0,1,1,1,-2.7
355,HC sub_2,127,2,1,0,1,0.8000001
356,HC sub_2,128,1,2,0,1,2.2
357,HC sub_2,129,2,2,0,1,1
358,HC sub_2,130,3,1,0,1,-0.8000001
359,HC sub_2,131,1,1,1,0,0
360,HC sub_2,132,0,2,1,1,-2.6
361,HC sub_2,133,3,1,0,1,0
362,HC sub_2,134,2,1,1,0,-0.5
363,HC sub_2,135,3,2,0,1,-2.4
364,HC sub_2,136,0,1,1,1,-3
365,HC sub_2,137,3,2,0,1,-1.4
366,HC sub_2,138,1,1,1,0,-3
367,HC sub_2,139,0,1,1,1,-3
368,HC sub_2,140,3,2,0,1,-3
369,HC sub_2,141,2,2,1,0,-0.2
370,HC sub_2,142,0,2,1,1,-3
371,HC sub_2,143,3,1,0,1,-1.5
372,HC sub_2,144,1,2,1,0,-1.9
373,HC sub_2,146,3,2,0,1,-2.999999
374,HC sub_2,147,1,2,1,0,0
375,HC sub_2,148,0,2,1,1,-2.6
376,HC sub_2,149,1,1,1,0,0
377,HC sub_2,151,2,1,0,1,0.8000001
378,HC sub_2,152,2,1,0,1,2.3
379,HC sub_2,153,0,2,1,1,-2.899999
380,HC sub_2,154,3,2,0,1,-2.2
381,HC sub_2,155,0,1,0,0,1.7
382,HC sub_2,156,3,1,0,1,-1.4
383,HC sub_2,157,2,1,1,0,0
384,HC sub_2,158,3,1,0,1,-0.6
385,HC sub_2,159,3,1,0,1,1.7
386,HC sub_2,160,1,1,1,0,-2
387,HC sub_2,161,2,2,0,1,0
388,HC sub_2,162,1,1,1,0,-1.8
389,HC sub_2,163,1,2,1,0,-2.1
390,HC sub_2,164,2,2,0,1,0
391,HC sub_2,165,2,1,0,1,0
392,HC sub_2,167,2,1,0,1,-1.6
393,HC sub_2,168,1,1,1,0,-1.9
394,HC sub_2,169,3,2,0,1,-0.9000001
395,HC sub_2,170,0,1,1,1,0
396,HC sub_2,171,1,2,1,0,-3
397,HC sub_2,172,3,2,0,1,-3
398,HC sub_2,173,1,2,1,0,-3
399,HC sub_2,174,0,1,1,1,-3
400,HC sub_2,175,1,1,1,0,-3
401,HC sub_2,176,1,1,1,0,0
402,HC sub_2,177,2,2,0,1,-1.5
403,HC sub_2,178,0,1,1,1,-1.4
404,HC sub_2,179,0,2,1,1,-0.8000001
405,HC sub_2,180,0,1,1,1,-2.7
406,HC sub_2,181,3,1,0,1,1.6
407,HC sub_2,182,3,1,0,1,1.8
408,HC sub_2,183,2,2,0,1,1.3
409,HC sub_2,184,0,1,0,0,1.7
410,HC sub_2,185,0,2,1,1,-3
411,HC sub_2,186,3,2,0,1,-3
412,HC sub_2,187,3,1,0,1,-0.9000001
413,HC sub_2,188,0,2,1,1,-3
414,HC sub_2,189,1,2,1,0,0.8000001
415,HC sub_2,190,2,2,1,0,-3
416,HC sub_2,191,2,2,0,1,2.1
417,HC sub_2,192,3,2,0,1,-1.4
418,HC sub_2,195,3,1,0,1,-1.6
419,HC sub_2,196,3,1,0,1,0.6
420,HC sub_2,197,0,1,1,1,-3
421,HC sub_2,198,2,1,0,1,-1.5
422,HC sub_2,199,3,2,0,1,-3
423,HC sub_2,200,0,1,1,1,-2.6
424,HC sub_2,201,2,2,0,1,-1.8
425,HC sub_2,202,2,1,0,1,2
426,HC sub_2,203,3,2,0,1,-2.3
427,HC sub_2,204,1,2,1,0,-3
428,HC sub_2,205,0,1,1,1,-1.4
429,HC sub_2,206,3,2,0,1,-3
430,HC sub_2,207,0,2,1,1,-3
431,HC sub_2,208,1,1,1,0,0
432,HC sub_2,209,1,1,1,0,0
433,HC sub_2,210,2,2,0,1,-0.8000001
434,HC sub_2,211,3,1,0,1,-3
435,HC sub_2,212,0,2,1,1,-3
436,HC sub_2,213,1,1,1,0,-3
437,HC sub_2,214,1,1,1,0,-3
438,HC sub_2,215,0,2,1,1,-2.6
439,HC sub_2,216,0,1,1,1,-2.4
440,HC sub_2,217,1,2,0,1,2
441,HC sub_2,218,1,2,1,0,0
442,HC sub_2,219,3,2,0,1,-2.2
443,HC sub_2,220,2,2,0,1,0.8000001
444,HC sub_2,221,3,2,0,1,0
445,HC sub_2,222,2,1,0,1,2.799999
446,HC sub_2,223,3,1,0,1,-2.4
447,HC sub_2,224,0,1,1,1,-2
448,HC sub_2,225,0,2,1,1,-2.3
449,HC sub_2,226,0,2,1,1,-2.7
450,HC sub_2,227,3,1,0,1,-2.5
451,HC sub_2,228,0,1,1,1,-3
452,HC sub_2,229,3,1,1,0,0.9000001
453,HC sub_2,230,1,1,1,0,-1.2
454,HC sub_2,231,3,2,0,1,-1
455,HC sub_2,232,1,2,1,0,-3
456,HC sub_2,233,2,1,0,1,0.6
457,HC sub_2,234,0,2,1,1,-1.6
458,HC sub_2,235,1,2,0,1,1.3
459,HC sub_2,236,2,2,1,0,0
460,HC sub_2,237,2,1,0,1,1
461,HC sub_2,238,2,2,0,1,0.7
462,HC sub_2,239,2,2,0,1,0
463,HC sub_2,240,1,1,1,0,-3
464,HC sub_3,1,3,2,1,0,0.4
465,HC sub_3,2,3,1,0,1,0.5
466,HC sub_3,3,1,1,1,0,-0.4
467,HC sub_3,4,0,1,1,1,0.4
468,HC sub_3,5,1,2,1,0,-0.3
469,HC sub_3,6,0,1,0,0,-0.5
470,HC sub_3,7,1,2,1,0,0.4
471,HC sub_3,8,0,2,1,1,0.6
472,HC sub_3,9,3,1,0,1,-2.3
473,HC sub_3,10,1,2,0,1,-1
474,HC sub_3,11,1,2,0,1,0.4
475,HC sub_3,12,2,2,0,1,-0.7
476,HC sub_3,14,3,2,0,1,-0.9000001
477,HC sub_3,15,3,1,0,1,-1.3
478,HC sub_3,16,0,2,0,0,-0.7
479,HC sub_3,17,2,1,1,0,-1.6
480,HC sub_3,18,1,1,0,1,-0.5
481,HC sub_3,19,2,1,0,1,-1
482,HC sub_3,20,2,2,1,0,-1.1
483,HC sub_3,21,1,2,1,0,0
484,HC sub_3,22,0,1,0,0,-1.5
485,HC sub_3,23,0,2,0,0,-1.5
486,HC sub_3,24,2,2,0,1,-1.2
487,HC sub_3,25,2,1,1,0,-1.2
488,HC sub_3,26,3,2,0,1,-2.2
489,HC sub_3,27,0,2,1,1,-1.6
490,HC sub_3,28,2,1,1,0,-1.6
491,HC sub_3,29,1,1,1,0,-1.8
492,HC sub_3,30,3,2,0,1,-2.2
493,HC sub_3,31,2,2,0,1,-1.6
494,HC sub_3,32,1,1,1,0,0.8
495,HC sub_3,33,2,2,0,1,0.9000001
496,HC sub_3,35,3,2,0,1,-1.5
497,HC sub_3,36,0,1,0,0,1.2
498,HC sub_3,37,0,2,1,1,-0.7
499,HC sub_3,38,0,1,1,1,-1.3
500,HC sub_3,41,2,2,0,1,0.8000001
501,HC sub_3,42,2,1,1,0,-1.4
502,HC sub_3,43,0,1,1,1,1.2
503,HC sub_3,44,3,1,1,0,1.3
504,HC sub_3,45,3,1,0,1,-0.7
505,HC sub_3,46,1,1,1,0,-1.1
506,HC sub_3,47,1,1,0,1,0.9000001
507,HC sub_3,48,1,2,1,0,-1.1
508,HC sub_3,50,3,1,0,1,-1.3
509,HC sub_3,51,2,2,0,1,-1.3
510,HC sub_3,52,3,2,0,1,-1.5
511,HC sub_3,53,3,1,0,1,-0.6
512,HC sub_3,54,2,1,0,1,1.4
513,HC sub_3,55,2,2,1,0,1.3
514,HC sub_3,56,1,2,1,0,-1.1
515,HC sub_3,57,3,2,0,1,-1.6
516,HC sub_3,58,0,1,1,1,-1.2
517,HC sub_3,59,3,1,0,1,-1.2
518,HC sub_3,60,1,2,1,0,-1.5
519,HC sub_3,61,2,1,1,0,0.9
520,HC sub_3,62,1,2,1,0,1
521,HC sub_3,63,1,1,0,1,1.7
522,HC sub_3,64,2,1,1,0,1
523,HC sub_3,65,1,1,1,0,1
524,HC sub_3,66,2,1,0,1,1
525,HC sub_3,67,2,2,0,1,-2.2
526,HC sub_3,68,1,1,1,0,-1.5
527,HC sub_3,69,0,2,1,1,1
528,HC sub_3,70,2,1,1,0,1.2
529,HC sub_3,71,1,2,0,1,2.1
530,HC sub_3,72,0,1,1,1,0.7
531,HC sub_3,73,1,1,1,0,0.6
532,HC sub_3,74,1,1,0,1,-0.6
533,HC sub_3,75,0,1,1,1,1.1
534,HC sub_3,76,0,1,1,1,-1.7
535,HC sub_3,77,0,2,0,0,1
536,HC sub_3,78,0,1,1,1,-1.2
537,HC sub_3,79,0,2,1,1,-0.9000001
538,HC sub_3,80,0,1,1,1,-0.8000001
539,HC sub_3,81,3,2,0,1,-2
540,HC sub_3,82,2,2,0,1,-2.3
541,HC sub_3,83,0,1,1,1,-2
542,HC sub_3,84,1,2,0,1,-1.2
543,HC sub_3,85,3,1,0,1,-1.8
544,HC sub_3,86,0,1,1,1,0.7
545,HC sub_3,87,1,1,1,0,1.1
546,HC sub_3,88,2,2,0,1,-3
547,HC sub_3,89,1,2,1,0,-1.8
548,HC sub_3,90,3,1,0,1,-2.1
549,HC sub_3,91,3,2,0,1,-2.3
550,HC sub_3,92,2,1,1,0,1.3
551,HC sub_3,93,3,2,0,1,-2.1
552,HC sub_3,94,3,2,0,1,-2.4
553,HC sub_3,95,0,1,1,1,1.1
554,HC sub_3,96,3,1,0,1,-2
555,HC sub_3,97,2,2,0,1,-1.7
556,HC sub_3,98,3,1,0,1,-1.9
557,HC sub_3,99,2,2,0,1,-2.1
558,HC sub_3,101,1,1,1,0,-2
559,HC sub_3,102,1,2,1,0,-1.3
560,HC sub_3,103,0,2,1,1,-2.3
561,HC sub_3,104,3,1,0,1,1.7
562,HC sub_3,105,3,1,1,0,1.5
563,HC sub_3,106,1,1,1,0,1.1
564,HC sub_3,107,1,1,1,0,1.6
565,HC sub_3,108,1,1,1,0,0.9000001
566,HC sub_3,109,3,2,0,1,-2.3
567,HC sub_3,110,2,1,1,0,1.2
568,HC sub_3,111,2,2,0,1,-1.7
569,HC sub_3,112,3,1,0,1,-1.6
570,HC sub_3,113,0,2,1,1,1.1
571,HC sub_3,114,2,1,0,1,2.899999
572,HC sub_3,115,0,2,1,1,-1.2
573,HC sub_3,116,1,2,0,1,1.9
574,HC sub_3,117,1,2,0,1,-1.9
575,HC sub_3,118,0,2,1,1,-1.8
576,HC sub_3,119,2,1,0,1,2.1
577,HC sub_3,120,3,2,0,1,-2.799999
578,HC sub_3,121,1,1,1,0,1
579,HC sub_3,122,3,1,1,0,-1.9
580,HC sub_3,123,1,1,1,0,-1.6
581,HC sub_3,124,2,1,1,0,1.3
582,HC sub_3,125,3,2,0,1,-2.5
583,HC sub_3,126,3,2,0,1,-2
584,HC sub_3,127,0,2,1,1,-2.5
585,HC sub_3,128,2,2,0,1,-1.6
586,HC sub_3,129,0,1,1,1,-1.5
587,HC sub_3,130,2,1,1,0,1.5
588,HC sub_3,131,0,2,1,1,-1.9
589,HC sub_3,132,3,2,0,1,-1.8
590,HC sub_3,133,2,2,0,1,1.5
591,HC sub_3,134,2,1,1,0,-1.8
592,HC sub_3,135,0,1,1,1,1.7
593,HC sub_3,136,0,1,0,0,2.3
594,HC sub_3,137,0,2,0,0,2.1
595,HC sub_3,138,1,2,1,0,-1.9
596,HC sub_3,139,0,1,1,1,-1
597,HC sub_3,140,1,2,1,0,-2.2
598,HC sub_3,141,3,2,0,1,-2.2
599,HC sub_3,142,2,2,0,1,-2.2
600,HC sub_3,143,1,2,0,1,-1.3
